1.1,0
1.2,0
1.3,0
2.1,100
2.2,100
2.3,100
3.1,100
3.2,100
3.3,100
4.1,100
4.2,100
4.3,100
5.1,100
5.2,100
5.3,100
6.1,100
6.2,100
6.3,100
7.1,100
7.2,100
7.3,100
8.1,100
8.2,100
8.3,100
9.1,100
9.2,100
9.3,100
10.1,100
10.2,100
10.3,100
11.1,100
11.2,100
11.3,100
12.1,100
12.2,100
12.3,100
13.1,100
13.2,100
13.3,100
14.1,100
14.2,100
14.3,100
15.1,100
15.2,100
15.3,100
16.1,100
16.2,100
16.3,100
17.1,100
17.2,100
17.3,100
18.1,100
18.2,100
18.3,100
19.1,100
19.2,100
19.3,100
20.1,100
20.2,100
20.3,100
21.1,100
21.2,100
21.3,100
22.1,100
22.2,100
22.3,100
23.1,100
23.2,100
23.3,100
24.1,100
24.2,100
24.3,100
25.1,100
25.2,100
25.3,100
26.1,100
26.2,100
26.3,100
27.1,100
27.2,100
27.3,100
28.1,100
28.2,100
28.3,100
29.1,100
29.2,100
29.3,100
30.1,100
30.2,100
30.3,100
31.1,100
31.2,100
31.3,100
32.1,100
32.2,100
32.3,100
33.1,100
33.2,100
33.3,100
